"DESC: Type II: CHIPLETS360: Datacenter Optimization Through Whole-stack Novel Accounting, Design, Reuse, and Heterogeneous Provisioning of CHIPLETS",NSF CCF,2450596,2000000,2025.6,2029.5,Yarui Peng,Jia Di,Alex Jones,Bryan Kim,Yan Solihin
CAREER: SHF: Chiplet-Package Co-Optimizations for 2.5D Heterogeneous SoCs with Low-Overhead IOs,NSF CISE,2047388,500000,2021.6,2026.5,Yarui Peng
"CRII: SHF: Design, Extraction, and Optimization of Multi-Chip Fan-Out Wafer-Level-Packaging for Low-Power Heterogeneous Systems",NSF CISE,1755981,175000,2018.7,2024.6,Yarui Peng
